player_name,player_name_season,season,plus_minus,minutes,pat,player_minutes_category,pie_pra,mantrap,santrap,primary_team_name,example_sentence
Alex Abrines,"Alex Abrines, 2016",2016,-10,1067.85,-0.036958137,All,0.039128529,0.065389104,0.325312265,Oklahoma City Thunder,
Alex Abrines,"Alex Abrines, 2017",2017,41,1133.9,-0.021291766,All,0.03479431,0.032260309,0.187158237,Oklahoma City Thunder,
Alex Abrines,"Alex Abrines, 2018",2018,29,588.1666667,-0.076735914,All,0.015637717,0.034892774,0.296337019,Oklahoma City Thunder,
Quincy Acy,"Quincy Acy, 2015",2015,-128,875.9,-0.089512293,All,0.03472673,0.120767407,0.436031437,Sacramento Kings,
Quincy Acy,"Quincy Acy, 2016",2016,-34,557.75,0.030745858,All,0.024904339,0.060838209,0.331731355,Brooklyn Nets,
Quincy Acy,"Quincy Acy, 2017",2017,-60,1358.983333,0.024287351,Rotation,0.052303777,0.119767905,0.406638642,Brooklyn Nets,
Quincy Acy,"Quincy Acy, 2018",2018,0,113.5,0.261574074,All,0.002778881,0.007793311,0.30698984,Phoenix Suns,
Steven Adams,"Steven Adams, 2015",2015,481,2014.366667,0.088065214,Starter,0.08748255,0.362001976,0.627413519,Oklahoma City Thunder,
Steven Adams,"Steven Adams, 2016",2016,194,2389.35,0.065541017,Star,0.109685094,0.340158544,0.594055462,Oklahoma City Thunder,
Steven Adams,"Steven Adams, 2017",2017,322,2486.666667,0.062151467,Superstar,0.128796617,0.431536744,0.658446844,Oklahoma City Thunder,
Steven Adams,"Steven Adams, 2018",2018,395,2396.966667,0.089876742,Superstar,0.1250436,0.54761803,0.750496881,Oklahoma City Thunder,
Steven Adams,"Steven Adams, 2019",2019,153,1661.283333,0.039716522,Starter,0.108051118,0.373097528,0.617586786,Oklahoma City Thunder,
Steven Adams,"Steven Adams, 2020",2020,18,1561.133333,0.01503026,Starter,0.079385774,0.171275645,0.425942664,New Orleans Pelicans,
Steven Adams,"Steven Adams, 2021",2021,353,1998.433333,0.054500962,Star,0.088701607,0.335293688,0.603632421,Memphis Grizzlies,
Steven Adams,"Steven Adams, 2022",2022,235,1055,0.123917784,Rotation,0.06156406,0.293190843,0.618249061,Memphis Grizzlies,
Steven Adams,"Steven Adams, 2024",2024,174,795,0.124548915,All,0.04328627,0.10149418,0.386385692,Houston Rockets,
Arron Afflalo,"Arron Afflalo, 2015",2015,-144,2370.916667,-0.007991115,Star,0.093398974,0.158391752,0.398818564,New York Knicks,
Arron Afflalo,"Arron Afflalo, 2016",2016,-260,1579.816667,-0.094348293,Rotation,0.05243192,0.035604561,0.190185387,Sacramento Kings,
Arron Afflalo,"Arron Afflalo, 2017",2017,-99,681.4666667,-0.038579779,All,0.020762379,0.017821496,0.156583893,Orlando Magic,
Alexis Ajinca,"Alexis Ajinca, 2015",2015,-64,860.7,0.014242956,All,0.048809436,0.176241452,0.491195357,New Orleans Pelicans,
Alexis Ajinca,"Alexis Ajinca, 2016",2016,-64,584.35,-0.074729588,All,0.029194739,0.05992155,0.314231327,New Orleans Pelicans,
Cole Aldrich,"Cole Aldrich, 2015",2015,-22,799.6333333,-0.116014879,All,0.045281162,0.165904454,0.464384099,LA Clippers,
Cole Aldrich,"Cole Aldrich, 2016",2016,-30,531.0333333,-0.033519632,All,0.023938275,0.044684476,0.306224866,Minnesota Timberwolves,
Cole Aldrich,"Cole Aldrich, 2017",2017,-2,48.68333333,-0.087715303,All,0.002196423,0.002360779,0.122323251,Minnesota Timberwolves,
LaMarcus Aldridge,"LaMarcus Aldridge, 2015",2015,512,2275.066667,0.005523144,Star,0.150767178,0.332851188,0.586004754,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2016",2016,269,2334.983333,-0.026369397,Star,0.13277339,0.154485933,0.426232441,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2017",2017,283,2512.85,0.041605872,Superstar,0.169100922,0.401004725,0.63435637,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2018",2018,83,2401.85,-0.013663097,Superstar,0.166497118,0.22625782,0.553237889,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2019",2019,-129,1753.833333,-0.053683089,Starter,0.102893066,0.174546361,0.423089653,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2020",2020,-34,674.35,-0.085869439,All,0.041832669,0.115374704,0.437150106,San Antonio Spurs,
LaMarcus Aldridge,"LaMarcus Aldridge, 2021",2021,17,1034.283333,-0.007154062,Rotation,0.05738245,0.144077206,0.411444418,Brooklyn Nets,
Cliff Alexander,"Cliff Alexander, 2015",2015,-13,35.96666667,-0.359394501,All,0.000914495,0.001064108,0.289720158,Portland Trail Blazers,
Lavoy Allen,"Lavoy Allen, 2015",2015,180,1598.816667,0.077371997,Rotation,0.065028355,0.226284436,0.522055562,Indiana Pacers,
Lavoy Allen,"Lavoy Allen, 2016",2016,-124,871.3,-0.142316079,All,0.033855678,0.067940825,0.312241311,Indiana Pacers,
Tony Allen,"Tony Allen, 2015",2015,-98,1619.816667,-0.014106322,Rotation,0.069551777,0.122019282,0.367231785,Memphis Grizzlies,
Tony Allen,"Tony Allen, 2016",2016,-11,1913.7,-0.017825322,Starter,0.072629283,0.116972494,0.354110402,Memphis Grizzlies,
Tony Allen,"Tony Allen, 2017",2017,-19,272.4,-0.057128451,All,0.008344563,0.010241474,0.140094609,New Orleans Pelicans,
Tony Allen,"Tony Allen, 2023",2023,-65,124,-0.253360215,All,0.002346946,0.005788768,0.291025869,Memphis Grizzlies,
Al-Farouq Aminu,"Al-Farouq Aminu, 2015",2015,65,2340.85,0.010600309,Star,0.103623685,0.246735718,0.496798429,Portland Trail Blazers,
Al-Farouq Aminu,"Al-Farouq Aminu, 2016",2016,29,1772.966667,0.002432715,Starter,0.079021814,0.167829149,0.417840963,Portland Trail Blazers,
Al-Farouq Aminu,"Al-Farouq Aminu, 2017",2017,221,2072.066667,0.053756289,Star,0.082221965,0.247108302,0.537058072,Portland Trail Blazers,
Al-Farouq Aminu,"Al-Farouq Aminu, 2018",2018,399,2086.316667,0.082304426,Star,0.093706667,0.284942591,0.550521427,Portland Trail Blazers,
Al-Farouq Aminu,"Al-Farouq Aminu, 2019",2019,-35,380.05,-0.055908935,All,0.018049833,0.013482775,0.142101314,Orlando Magic,
Al-Farouq Aminu,"Al-Farouq Aminu, 2020",2020,-47,429.2666667,-0.043516829,All,0.017802198,0.062209347,0.404304121,Chicago Bulls,
Al-Farouq Aminu,"Al-Farouq Aminu, 2021",2021,0,0,NULL,All,0.000406906,NULL,NULL,Boston Celtics,
Chris Andersen,"Chris Andersen, 2015",2015,-76,402.5166667,-0.159831166,All,0.019724578,0.050184766,0.371410002,Miami Heat,
Chris Andersen,"Chris Andersen, 2016",2016,7,108.2333333,-0.073911872,All,0.005540768,0.008477633,0.264078937,Cleveland Cavaliers,
Alan Anderson,"Alan Anderson, 2015",2015,31,192.1833333,0.050016552,All,0.00761549,0.026731474,0.398707938,Washington Wizards,
Alan Anderson,"Alan Anderson, 2016",2016,-77,308.3666667,-0.338906992,All,0.00939688,0.015100104,0.221283735,LA Clippers,
James Anderson,"James Anderson, 2015",2015,-82,721,-0.062351532,All,0.022134233,0.06003034,0.397998987,Sacramento Kings,
Justin Anderson,"Justin Anderson, 2015",2015,9,646.8833333,0.017284598,All,0.034890597,0.091252803,0.434822361,Dallas Mavericks,
Justin Anderson,"Justin Anderson, 2016",2016,-198,1227.266667,-0.090481886,Rotation,0.065580618,0.059702969,0.244899086,Dallas Mavericks,
Justin Anderson,"Justin Anderson, 2017",2017,-85,519.05,-0.275395937,All,0.023274162,0.020739163,0.157114141,Philadelphia 76ers,
Justin Anderson,"Justin Anderson, 2018",2018,-57,349.2333333,-0.073780698,All,0.015351719,0.033519588,0.295319225,Atlanta Hawks,
Justin Anderson,"Justin Anderson, 2019",2019,3,107.3333333,0.051583989,All,0.010545364,0.004452644,0.130526908,Brooklyn Nets,
Justin Anderson,"Justin Anderson, 2021",2021,-15,315.8,0.049315309,All,0.013791776,0.040860456,0.380656061,Indiana Pacers,
Kyle Anderson,"Kyle Anderson, 2015",2015,205,1245.05,-0.056611617,Rotation,0.051124992,0.085699071,0.299252094,San Antonio Spurs,
Kyle Anderson,"Kyle Anderson, 2016",2016,180,1020.183333,0.023103838,All,0.042885749,0.092973868,0.359692909,San Antonio Spurs,
Kyle Anderson,"Kyle Anderson, 2017",2017,137,1978.2,0.008334047,Starter,0.075960733,0.164063809,0.417876143,San Antonio Spurs,
Kyle Anderson,"Kyle Anderson, 2018",2018,-58,1242.916667,-0.001409599,Rotation,0.043673542,0.113486434,0.369526737,Memphis Grizzlies,
Kyle Anderson,"Kyle Anderson, 2019",2019,-82,1356.966667,-0.034817059,Rotation,0.055635299,0.137203683,0.385988073,Memphis Grizzlies,
Kyle Anderson,"Kyle Anderson, 2020",2020,58,1830.35,0.013980846,Star,0.109107189,0.324276557,0.572193676,Memphis Grizzlies,
Kyle Anderson,"Kyle Anderson, 2021",2021,45,1454.666667,-0.063766661,Rotation,0.06610482,0.150172895,0.391667201,Memphis Grizzlies,
Kyle Anderson,"Kyle Anderson, 2022",2022,72,1597,0.034547126,Starter,0.08173014,0.21902053,0.479871608,Minnesota Timberwolves,
Kyle Anderson,"Kyle Anderson, 2023",2023,167,1779,-0.046473313,Starter,0.068137229,0.069010808,0.267992612,Minnesota Timberwolves,
Kyle Anderson,"Kyle Anderson, 2024",2024,-23,1005,-0.065626413,All,0.039017341,0.118799151,0.38551419,Golden State Warriors,
Ryan Anderson,"Ryan Anderson, 2015",2015,23,2008.083333,0.091505521,Starter,0.128328759,0.430116015,0.671590694,New Orleans Pelicans,
Ryan Anderson,"Ryan Anderson, 2016",2016,409,2116.416667,0.068217488,Star,0.091250408,0.307546421,0.573557209,Houston Rockets,
Ryan Anderson,"Ryan Anderson, 2017",2017,255,1725.316667,-0.031807387,Starter,0.055580912,0.10283921,0.325754012,Houston Rockets,
Ryan Anderson,"Ryan Anderson, 2018",2018,-74,315.45,-0.093168286,All,0.013034273,0.021627077,0.282066381,Phoenix Suns,
Ryan Anderson,"Ryan Anderson, 2019",2019,7,13.96666667,0.409847164,All,0.002264382,0.001374349,0.154756654,Houston Rockets,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2015",2015,-168,2823.4,0.027201014,Superstar,0.168222331,0.316189366,0.588735508,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2016",2016,54,2867.916667,0.025072755,Superstar,0.217592891,0.319544374,0.637432132,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2017",2017,133,2782.616667,0.060410801,Superstar,0.216515236,0.583164677,0.767113516,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2018",2018,610,2290.583333,0.079329893,Superstar,0.200887137,0.81390215,0.906951075,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2019",2019,675,1947.383333,0.12701482,Star,0.205750027,1,1,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2020",2020,400,1904.683333,0.099048826,Star,0.192690191,0.907690835,0.953236259,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2021",2021,372,2173.116667,0.076802083,Star,0.218061674,0.897242734,0.948621367,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2022",2022,310,1894,0.060056919,Star,0.188839341,0.547574265,0.773787133,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2023",2023,347,2509,0.056038402,Superstar,0.206975154,0.605913268,0.802956634,Milwaukee Bucks,
Giannis Antetokounmpo,"Giannis Antetokounmpo, 2024",2024,348,2328,0.081066699,Superstar,0.21370662,0.787172244,0.893586122,Milwaukee Bucks,
Carmelo Anthony,"Carmelo Anthony, 2015",2015,-48,2552.716667,0.042116624,Superstar,0.176327832,0.387545953,0.644115651,New York Knicks,
Carmelo Anthony,"Carmelo Anthony, 2016",2016,-227,2526.95,-0.020671228,Superstar,0.156262067,0.058111693,0.39703529,New York Knicks,
Carmelo Anthony,"Carmelo Anthony, 2017",2017,268,2500.983333,0.029770653,Superstar,0.129181084,0.259229188,0.50979784,Oklahoma City Thunder,
Carmelo Anthony,"Carmelo Anthony, 2018",2018,-63,294.1333333,-0.121385546,All,0.014592036,0.030778565,0.288061982,Houston Rockets,
Carmelo Anthony,"Carmelo Anthony, 2019",2019,15,1939.7,0.021688226,Star,0.092458303,0.2205391,0.470484728,Portland Trail Blazers,
Carmelo Anthony,"Carmelo Anthony, 2020",2020,-32,1647.916667,-0.029042798,Star,0.095581728,0.193015209,0.439418151,Portland Trail Blazers,
Carmelo Anthony,"Carmelo Anthony, 2021",2021,-77,1769.666667,0.019817405,Starter,0.082938243,0.21164701,0.463589592,Los Angeles Lakers,
Trevor Ariza,"Trevor Ariza, 2015",2015,50,2859.1,0.013453729,Superstar,0.108866234,0.185385651,0.438625085,Houston Rockets,
Trevor Ariza,"Trevor Ariza, 2016",2016,371,2772.6,0.014414084,Superstar,0.10033736,0.137265285,0.384388475,Houston Rockets,
Trevor Ariza,"Trevor Ariza, 2017",2017,378,2269.133333,-0.010696662,Star,0.077894417,0.137007037,0.375048422,Houston Rockets,
Trevor Ariza,"Trevor Ariza, 2018",2018,-298,2170.383333,-0.01806605,Star,0.098711899,0.127164842,0.361853445,Washington Wizards,
Trevor Ariza,"Trevor Ariza, 2019",2019,-10,1492.133333,0.029424243,Starter,0.050418006,0.164088593,0.45743469,Sacramento Kings,
Trevor Ariza,"Trevor Ariza, 2020",2020,29,808.45,0.028950696,All,0.035554653,0.12265797,0.452843274,Miami Heat,
Trevor Ariza,"Trevor Ariza, 2021",2021,-74,447.0666667,-0.066213067,All,0.012622375,0.043128495,0.375775188,Los Angeles Lakers,
Darrell Arthur,"Darrell Arthur, 2015",2015,-50,1516,0.038077901,Rotation,0.064035028,0.189961933,0.464963055,Denver Nuggets,
Darrell Arthur,"Darrell Arthur, 2016",2016,-26,638.5666667,-0.053475831,All,0.025004508,0.066969786,0.32431217,Denver Nuggets,
Darrell Arthur,"Darrell Arthur, 2017",2017,-30,140.7,-0.24369053,All,0.005176177,0.00581937,0.124285053,Denver Nuggets,
Omer Asik,"Omer Asik, 2015",2015,-209,1178.15,-0.098782004,All,0.053111787,0.178795919,0.476194293,New Orleans Pelicans,
Omer Asik,"Omer Asik, 2016",2016,-59,482.1,-0.073002016,All,0.022649984,0.039487673,0.294541588,New Orleans Pelicans,
Omer Asik,"Omer Asik, 2017",2017,-32,182.1,-0.1037827,All,0.00373173,0.00563557,0.128740605,New Orleans Pelicans,
D.J. Augustin,"D.J. Augustin, 2015",2015,-36,1177.583333,-0.118569068,All,0.041724833,0.146681616,0.450005246,Oklahoma City Thunder,
D.J. Augustin,"D.J. Augustin, 2016",2016,-443,1538.233333,-0.151743983,Rotation,0.066241446,0,0.109154114,Orlando Magic,
D.J. Augustin,"D.J. Augustin, 2017",2017,-134,1759.883333,0.02852765,Starter,0.083638983,0.19448117,0.45978295,Orlando Magic,
D.J. Augustin,"D.J. Augustin, 2018",2018,105,2037.916667,0.042158847,Star,0.102873631,0.209188944,0.462513308,Orlando Magic,
D.J. Augustin,"D.J. Augustin, 2019",2019,76,1420.333333,0.04705464,Starter,0.079000719,0.215397247,0.51447131,Orlando Magic,
D.J. Augustin,"D.J. Augustin, 2020",2020,-23,1089.65,-0.028787695,Rotation,0.037356757,0.099903741,0.326601954,Milwaukee Bucks,
D.J. Augustin,"D.J. Augustin, 2021",2021,-177,883.1333333,-0.034466586,All,0.031894934,0.102283563,0.420245547,Houston Rockets,
Jeff Ayres,"Jeff Ayres, 2015",2015,-45,106.6166667,-0.540045927,All,0.003691399,0.00840807,0.256512647,LA Clippers,
Luke Babbitt,"Luke Babbitt, 2015",2015,-29,845.0833333,0.04429862,All,0.042652622,0.132702322,0.467215998,New Orleans Pelicans,
Luke Babbitt,"Luke Babbitt, 2016",2016,-12,1064.95,-0.033287876,All,0.035926579,0.081943282,0.341554957,Miami Heat,
Luke Babbitt,"Luke Babbitt, 2017",2017,-28,714.5166667,-0.011595113,All,0.025596347,0.024731777,0.1716749,Atlanta Hawks,
Cameron Bairstow,"Cameron Bairstow, 2015",2015,-8,102.6,-0.047982706,All,0.007647175,0.015082268,0.369564917,Chicago Bulls,
Ron Baker,"Ron Baker, 2016",2016,-46,850.35,0.015970058,All,0.030827648,0.052542329,0.321788795,New York Knicks,
Ron Baker,"Ron Baker, 2017",2017,16,384.6166667,0.102888167,All,0.011028198,0.010035554,0.144846599,New York Knicks,
Ron Baker,"Ron Baker, 2018",2018,-20,151.9666667,-0.011489466,All,0.004158513,0.006153958,0.276079435,New York Knicks,
Wade Baldwin IV,"Wade Baldwin IV, 2016",2016,-139,404.9666667,-0.354304525,All,0.018542282,0.019702469,0.224249781,Memphis Grizzlies,
Wade Baldwin IV,"Wade Baldwin IV, 2017",2017,5,80.45,-0.006759852,All,0.014322162,0.003339518,0.12738307,Portland Trail Blazers,
Wade Baldwin IV,"Wade Baldwin IV, 2018",2018,-53,81.65,-0.704294405,All,0.014506667,0.005297846,0.20080632,Portland Trail Blazers,
J.J. Barea,"J.J. Barea, 2015",2015,-71,1666.916667,-0.031791559,Rotation,0.091398909,0.153758019,0.393868407,Dallas Mavericks,
J.J. Barea,"J.J. Barea, 2016",2016,6,770.75,0.119231927,All,0.049568365,0.089824357,0.370768528,Dallas Mavericks,
J.J. Barea,"J.J. Barea, 2017",2017,21,1603.033333,0.061908337,Rotation,0.09848883,0.283202434,0.557940891,Dallas Mavericks,
J.J. Barea,"J.J. Barea, 2018",2018,49,722.7166667,0.047079999,All,0.045116449,0.109321999,0.375569072,Dallas Mavericks,
J.J. Barea,"J.J. Barea, 2019",2019,26,448.5166667,-0.046015316,All,0.028041286,0.026798219,0.172225522,Dallas Mavericks,
Harrison Barnes,"Harrison Barnes, 2015",2015,450,2041.55,-0.015561989,Starter,0.07829605,0.191679276,0.439383942,Golden State Warriors,
Harrison Barnes,"Harrison Barnes, 2016",2016,-152,2803.5,0.006449399,Superstar,0.146477304,0.148816229,0.432891889,Dallas Mavericks,
Harrison Barnes,"Harrison Barnes, 2017",2017,-327,2634.366667,-0.073604454,Superstar,0.14152431,0,0.275972296,Dallas Mavericks,
Harrison Barnes,"Harrison Barnes, 2018",2018,-56,2203.766667,-0.046147653,Superstar,0.104133642,0.037951871,0.27482108,Dallas Mavericks,
Harrison Barnes,"Harrison Barnes, 2019",2019,-124,2481.466667,-0.008374522,Superstar,0.106430868,0.105639637,0.356245497,Sacramento Kings,
Harrison Barnes,"Harrison Barnes, 2020",2020,-50,2030.283333,0.058554216,Superstar,0.121543999,0.319562385,0.566460955,Sacramento Kings,
Harrison Barnes,"Harrison Barnes, 2021",2021,-359,2555.483333,-0.031406233,Superstar,0.120477502,0.114068089,0.394181258,Sacramento Kings,
Harrison Barnes,"Harrison Barnes, 2022",2022,200,2273,0.043130717,Superstar,0.10593358,0.41979514,0.663960135,Sacramento Kings,
Harrison Barnes,"Harrison Barnes, 2023",2023,-80,2381,-0.069655808,Superstar,0.087206173,0,0.194910353,Sacramento Kings,
Harrison Barnes,"Harrison Barnes, 2024",2024,-26,2228,0.045603529,Star,0.092475344,0.356094883,0.62524866,San Antonio Spurs,
Matt Barnes,"Matt Barnes, 2015",2015,-217,2190.15,-0.05268562,Star,0.103484614,0.102243019,0.337042135,Memphis Grizzlies,
Matt Barnes,"Matt Barnes, 2016",2016,-71,1775.9,-0.046957721,Starter,0.078241431,0.126228953,0.355504995,Sacramento Kings,
Will Barton,"Will Barton, 2015",2015,-134,2353.366667,0.007104674,Star,0.135595539,0.301099609,0.552224412,Denver Nuggets,
Will Barton,"Will Barton, 2016",2016,-74,1705.066667,-0.069873432,Starter,0.085772675,0.091319165,0.302223001,Denver Nuggets,
Will Barton,"Will Barton, 2017",2017,123,2682.783333,0.013474723,Superstar,0.131774244,0.241318727,0.493023379,Denver Nuggets,
Will Barton,"Will Barton, 2018",2018,-33,953.0166667,-0.075103077,All,0.058115813,0.104731395,0.362786838,Denver Nuggets,
Will Barton,"Will Barton, 2019",2019,242,1877.916667,0.05431248,Star,0.081389127,0.299002481,0.555629179,Denver Nuggets,
Will Barton,"Will Barton, 2020",2020,222,1670.233333,0.033373227,Star,0.071201787,0.264060131,0.540800386,Denver Nuggets,
Will Barton,"Will Barton, 2021",2021,92,2245.966667,-0.003053793,Star,0.107064735,0.23521629,0.485880438,Denver Nuggets,
Will Barton,"Will Barton, 2022",2022,-147,930,-0.14507223,All,0.050905953,0.118080119,0.386025953,Washington Wizards,
Brandon Bass,"Brandon Bass, 2015",2015,-28,1342.416667,0.171090146,Rotation,0.0617766,0.275223288,0.637611644,Los Angeles Lakers,
Brandon Bass,"Brandon Bass, 2016",2016,-144,576.85,-0.338835877,All,0.031568603,0.055496787,0.271127241,LA Clippers,
Nicolas Batum,"Nicolas Batum, 2015",2015,207,2447.566667,0.033829905,Superstar,0.13090545,0.235683886,0.487512467,Charlotte Hornets,
Nicolas Batum,"Nicolas Batum, 2016",2016,65,2617.266667,0.020800778,Superstar,0.140942192,0.155056909,0.402679763,Charlotte Hornets,
Nicolas Batum,"Nicolas Batum, 2017",2017,6,1980.8,0.015080995,Starter,0.09347595,0.206180194,0.4614666,Charlotte Hornets,
Nicolas Batum,"Nicolas Batum, 2018",2018,-29,2098.383333,0.007185754,Star,0.087510143,0.148882618,0.386015875,Charlotte Hornets,
Nicolas Batum,"Nicolas Batum, 2019",2019,-48,504.9333333,0.051615417,All,0.019615385,0.019060869,0.160622978,Charlotte Hornets,
Nicolas Batum,"Nicolas Batum, 2020",2020,323,1799.25,0.047779048,Star,0.071830072,0.270578208,0.56060857,LA Clippers,
Nicolas Batum,"Nicolas Batum, 2021",2021,-128,1462.466667,-0.101366474,Rotation,0.056513715,0.099735544,0.319466111,LA Clippers,
Nicolas Batum,"Nicolas Batum, 2022",2022,170,1531,0.087664249,Starter,0.064475904,0.216101511,0.521364648,LA Clippers,
Nicolas Batum,"Nicolas Batum, 2023",2023,174,1498,0.023074438,Rotation,0.051045091,0.121662037,0.406131328,Philadelphia 76ers,
Nicolas Batum,"Nicolas Batum, 2024",2024,152,1364,0.01247446,Rotation,0.038840769,0.115135093,0.403523077,LA Clippers,
Jerryd Bayless,"Jerryd Bayless, 2015",2015,-184,1504.8,-0.031936615,Rotation,0.064285213,0.102449465,0.334246336,Milwaukee Bucks,
Jerryd Bayless,"Jerryd Bayless, 2016",2016,-22,71.48333333,-0.159910311,All,0.003728944,0.006412898,0.245269478,Philadelphia 76ers,
Jerryd Bayless,"Jerryd Bayless, 2017",2017,-65,924.7166667,-0.160886146,All,0.02800789,0.027434499,0.174369598,Philadelphia 76ers,
Jerryd Bayless,"Jerryd Bayless, 2018",2018,-134,564.6333333,-0.196705909,All,0.024184238,0.047076689,0.297045501,Minnesota Timberwolves,
Aron Baynes,"Aron Baynes, 2015",2015,-56,1232.983333,-0.058041369,Rotation,0.063927523,0.123492603,0.351463808,Detroit Pistons,
Aron Baynes,"Aron Baynes, 2016",2016,138,1162.533333,0.141962088,All,0.052624431,0.130301534,0.407999117,Detroit Pistons,
Aron Baynes,"Aron Baynes, 2017",2017,189,1484.3,0.054405421,Rotation,0.068279626,0.23846934,0.521506649,Boston Celtics,
Aron Baynes,"Aron Baynes, 2018",2018,141,675.25,0.098181441,All,0.037571771,0.101994728,0.372750885,Boston Celtics,
Aron Baynes,"Aron Baynes, 2019",2019,-46,934.3333333,-0.037294542,All,0.052702443,0.06726753,0.261627934,Phoenix Suns,
Aron Baynes,"Aron Baynes, 2020",2020,-79,940.1666667,-0.0629281,Rotation,0.049488933,0.057805564,0.246793476,Toronto Raptors,
Kent Bazemore,"Kent Bazemore, 2015",2015,77,2082.783333,-0.039353809,Starter,0.098238522,0.188642889,0.435712807,Atlanta Hawks,
Kent Bazemore,"Kent Bazemore, 2016",2016,-103,1962.816667,-0.043809129,Starter,0.090849588,0.105453812,0.328278472,Atlanta Hawks,
Kent Bazemore,"Kent Bazemore, 2017",2017,-164,1789.333333,0.011729795,Starter,0.082557231,0.189815368,0.444441465,Atlanta Hawks,
Kent Bazemore,"Kent Bazemore, 2018",2018,-258,1433.216667,-0.048661753,Rotation,0.067876528,0.095227102,0.308751917,Atlanta Hawks,
Kent Bazemore,"Kent Bazemore, 2019",2019,10,1687.433333,0.033347397,Starter,0.066775441,0.216861098,0.500723771,Portland Trail Blazers,
Kent Bazemore,"Kent Bazemore, 2020",2020,154,1305.333333,0.098418385,Starter,0.06129924,0.210154974,0.519037763,Golden State Warriors,
Kent Bazemore,"Kent Bazemore, 2021",2021,-139,537.7833333,-0.206961555,All,0.018779632,0.05001829,0.373030056,Los Angeles Lakers,
Bradley Beal,"Bradley Beal, 2015",2015,-27,1708.25,-0.018978014,Starter,0.102593577,0.172257852,0.417793041,Washington Wizards,
Bradley Beal,"Bradley Beal, 2016",2016,330,2684.033333,0.079852519,Superstar,0.16550994,0.347411588,0.592772902,Washington Wizards,
Bradley Beal,"Bradley Beal, 2017",2017,173,2993.466667,0.045086995,Superstar,0.174049867,0.435750552,0.661773959,Washington Wizards,
Bradley Beal,"Bradley Beal, 2018",2018,-58,2717.466667,0.027232806,Superstar,0.19519194,0.384337989,0.631897855,Washington Wizards,
Bradley Beal,"Bradley Beal, 2019",2019,-201,2052.966667,-0.001406924,Superstar,0.167966574,0.178653642,0.475476009,Washington Wizards,
Bradley Beal,"Bradley Beal, 2020",2020,22,2074.483333,0.031595539,Superstar,0.180926217,0.37070156,0.63501995,Washington Wizards,
Bradley Beal,"Bradley Beal, 2021",2021,-102,1438.916667,-0.01672615,Rotation,0.09273087,0.239093837,0.492320295,Washington Wizards,
Bradley Beal,"Bradley Beal, 2022",2022,42,1346,0.03327075,Rotation,0.103694407,0.290290857,0.554298921,Washington Wizards,
Bradley Beal,"Bradley Beal, 2023",2023,105,1730,-0.008739718,Starter,0.093446388,0.154882235,0.39355449,Phoenix Suns,
Bradley Beal,"Bradley Beal, 2024",2024,-273,1698,-0.08642939,Starter,0.084192118,0.045630461,0.249219433,Phoenix Suns,
Malik Beasley,"Malik Beasley, 2016",2016,58,164.9,0.329882746,All,0.010338402,0.017325928,0.349625087,Denver Nuggets,
Malik Beasley,"Malik Beasley, 2017",2017,-31,582.55,-0.088646384,All,0.028125974,0.018995379,0.15775517,Denver Nuggets,
Malik Beasley,"Malik Beasley, 2018",2018,127,1729.766667,-0.00398436,Starter,0.079405765,0.142589937,0.383184609,Denver Nuggets,
Malik Beasley,"Malik Beasley, 2019",2019,-50,1208.583333,-0.077618764,Rotation,0.047517123,0.093677575,0.312523471,Denver Nuggets,
Malik Beasley,"Malik Beasley, 2020",2020,-200,1145.3,-0.014482786,Rotation,0.07620311,0.141999284,0.38329701,Minnesota Timberwolves,
Malik Beasley,"Malik Beasley, 2021",2021,82,1956.016667,-0.021907854,Star,0.082773278,0.141994121,0.37766483,Minnesota Timberwolves,
Malik Beasley,"Malik Beasley, 2022",2022,-73,1812,-0.077043102,Star,0.085250511,0,0.210221634,Utah Jazz,
Malik Beasley,"Malik Beasley, 2023",2023,321,2283,0.088936007,Star,0.082231593,0.299957229,0.608196146,Milwaukee Bucks,
Malik Beasley,"Malik Beasley, 2024",2024,175,2285,0.037202439,Superstar,0.100555919,0.276700063,0.526684333,Detroit Pistons,
Michael Beasley,"Michael Beasley, 2015",2015,-63,362.5833333,-0.271967446,All,0.027494594,0.075319807,0.369557532,Houston Rockets,
